transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR05877,SD,3,138,0,2,Quality,Approved,MEDIUM
TR05878,SD,4,128,1,0,Development,Approved,MEDIUM
TR05879,SD,6,68,2,4,Quality,Pending,HIGH
TR05880,HR,5,33,2,3,Production,Rejected,HIGH
TR05881,MM,6,218,0,1,Production,Rejected,MEDIUM
TR05882,HR,6,80,0,2,Development,Pending,LOW
TR05883,SD,3,290,2,1,Quality,Pending,HIGH
TR05884,SD,6,100,0,4,Development,Pending,HIGH
TR05885,MM,5,25,0,3,Quality,Rejected,HIGH
TR05886,FI,3,56,0,1,Production,Approved,LOW
TR05887,HR,2,92,1,1,Production,Pending,MEDIUM
TR05888,SD,5,176,0,2,Quality,Approved,MEDIUM
TR05889,MM,5,58,1,1,Production,Rejected,MEDIUM
TR05890,MM,1,73,0,0,Quality,Rejected,LOW
TR05891,SD,5,62,2,2,Production,Approved,HIGH
TR05892,FI,5,280,1,2,Quality,Approved,HIGH
TR05893,HR,3,90,0,4,Quality,Rejected,HIGH
TR05894,SD,4,184,1,0,Production,Rejected,MEDIUM
TR05895,HR,4,106,0,4,Production,Pending,HIGH
TR05896,SD,3,256,1,4,Development,Approved,HIGH
TR05897,FI,4,295,1,1,Production,Pending,HIGH
TR05898,MM,5,34,0,2,Development,Pending,LOW
TR05899,FI,6,212,1,1,Production,Rejected,HIGH
TR05900,FI,4,15,0,4,Quality,Pending,HIGH
TR05901,HR,4,288,0,2,Production,Rejected,MEDIUM
TR05902,SD,5,213,2,3,Production,Rejected,HIGH
TR05903,HR,2,191,0,1,Quality,Approved,MEDIUM
TR05904,MM,6,219,1,1,Development,Rejected,MEDIUM
TR05905,FI,2,56,0,2,Development,Pending,LOW
TR05906,HR,2,279,1,0,Development,Approved,MEDIUM
TR05907,MM,5,169,0,2,Development,Rejected,MEDIUM
TR05908,HR,1,213,0,4,Quality,Rejected,HIGH
TR05909,MM,3,59,1,0,Development,Approved,MEDIUM
TR05910,MM,2,113,0,1,Quality,Rejected,MEDIUM
TR05911,FI,4,69,1,1,Production,Pending,MEDIUM
TR05912,MM,5,105,0,2,Quality,Approved,MEDIUM
TR05913,FI,5,69,2,1,Production,Approved,HIGH
TR05914,MM,4,37,2,3,Quality,Rejected,HIGH
TR05915,MM,4,278,1,4,Quality,Rejected,HIGH
TR05916,MM,3,106,0,4,Quality,Approved,HIGH
TR05917,FI,4,235,0,2,Production,Pending,HIGH
TR05918,FI,4,159,1,3,Quality,Rejected,HIGH
TR05919,HR,5,173,1,2,Production,Approved,MEDIUM
TR05920,HR,2,103,2,0,Quality,Approved,HIGH
TR05921,MM,4,37,2,0,Quality,Pending,HIGH
TR05922,SD,3,185,2,2,Development,Rejected,HIGH
TR05923,SD,3,153,2,2,Production,Pending,HIGH
TR05924,MM,4,46,0,1,Development,Pending,LOW
TR05925,SD,3,218,0,3,Production,Pending,HIGH
TR05926,HR,2,219,1,2,Quality,Approved,MEDIUM
TR05927,SD,2,297,0,2,Quality,Approved,MEDIUM
TR05928,FI,5,173,1,3,Development,Approved,HIGH
TR05929,FI,5,293,2,0,Production,Rejected,HIGH
TR05930,MM,4,85,0,4,Development,Rejected,HIGH
TR05931,SD,3,14,1,4,Production,Approved,HIGH
TR05932,MM,6,37,1,2,Development,Approved,MEDIUM
TR05933,SD,3,89,2,4,Production,Pending,HIGH
TR05934,SD,6,230,0,3,Production,Rejected,HIGH
TR05935,FI,6,51,1,2,Development,Approved,MEDIUM
TR05936,MM,5,106,0,1,Development,Approved,MEDIUM
TR05937,FI,5,19,0,1,Development,Approved,LOW
TR05938,MM,1,167,2,3,Production,Pending,HIGH
TR05939,MM,3,235,2,4,Development,Rejected,HIGH
TR05940,MM,2,250,1,4,Development,Rejected,HIGH
TR05941,SD,6,176,1,2,Production,Pending,MEDIUM
TR05942,FI,4,195,2,0,Production,Pending,HIGH
TR05943,SD,1,99,2,4,Production,Rejected,HIGH
TR05944,MM,1,290,1,4,Development,Rejected,HIGH
TR05945,SD,3,197,0,3,Production,Rejected,HIGH
TR05946,HR,3,288,2,0,Production,Rejected,HIGH
TR05947,MM,3,300,1,2,Quality,Pending,MEDIUM
TR05948,SD,3,208,1,1,Development,Pending,MEDIUM
TR05949,HR,5,227,0,0,Production,Pending,MEDIUM
TR05950,SD,5,158,1,4,Development,Rejected,HIGH
TR05951,FI,5,226,0,1,Development,Rejected,HIGH
TR05952,MM,2,89,1,3,Development,Approved,HIGH
TR05953,SD,6,170,2,2,Quality,Approved,HIGH
TR05954,HR,4,18,1,3,Quality,Pending,HIGH
TR05955,MM,1,252,0,2,Development,Rejected,MEDIUM
TR05956,HR,6,40,2,2,Quality,Rejected,HIGH
TR05957,SD,6,135,0,2,Production,Approved,MEDIUM
TR05958,HR,4,15,0,0,Quality,Approved,LOW
TR05959,SD,1,36,1,0,Production,Rejected,MEDIUM
TR05960,MM,3,52,2,0,Quality,Approved,HIGH
TR05961,SD,5,250,1,1,Production,Pending,MEDIUM
TR05962,HR,3,142,1,3,Production,Pending,HIGH
TR05963,MM,4,145,1,2,Development,Rejected,MEDIUM
TR05964,MM,4,249,0,4,Production,Rejected,HIGH
TR05965,FI,1,279,1,2,Quality,Approved,HIGH
TR05966,FI,6,127,0,4,Production,Approved,HIGH
TR05967,MM,6,193,0,2,Production,Rejected,MEDIUM
TR05968,FI,4,240,1,2,Quality,Approved,HIGH
TR05969,FI,6,158,1,1,Production,Rejected,HIGH
TR05970,FI,4,105,2,1,Quality,Approved,HIGH
TR05971,HR,6,291,0,1,Development,Pending,MEDIUM
TR05972,FI,2,207,1,2,Quality,Approved,HIGH
TR05973,MM,4,53,2,3,Quality,Pending,HIGH
TR05974,MM,6,75,1,3,Quality,Approved,HIGH
TR05975,FI,4,277,0,4,Development,Approved,HIGH
TR05976,FI,5,52,2,3,Production,Approved,HIGH
TR05977,SD,6,169,1,1,Production,Approved,MEDIUM
TR05978,HR,6,268,0,3,Development,Pending,HIGH
TR05979,FI,3,37,2,1,Production,Rejected,HIGH
TR05980,MM,3,32,2,4,Development,Approved,HIGH
TR05981,HR,4,69,0,0,Quality,Pending,LOW
TR05982,MM,6,73,0,2,Production,Approved,LOW
TR05983,MM,1,274,0,3,Development,Approved,HIGH
TR05984,SD,2,46,2,4,Production,Rejected,HIGH
TR05985,HR,1,273,0,4,Quality,Rejected,HIGH
TR05986,SD,5,156,2,1,Development,Approved,HIGH
TR05987,FI,1,216,2,0,Development,Rejected,HIGH
TR05988,MM,3,182,0,3,Production,Rejected,HIGH
TR05989,FI,5,295,2,3,Production,Rejected,HIGH
TR05990,SD,2,195,2,0,Quality,Approved,HIGH
TR05991,FI,6,190,1,1,Development,Rejected,HIGH
TR05992,MM,2,289,0,0,Development,Pending,MEDIUM
TR05993,SD,2,245,1,2,Quality,Rejected,MEDIUM
TR05994,FI,3,269,1,4,Quality,Pending,HIGH
TR05995,SD,6,102,0,1,Quality,Approved,MEDIUM
TR05996,SD,4,85,2,4,Development,Rejected,HIGH
TR05997,HR,3,132,1,1,Quality,Pending,MEDIUM
TR05998,HR,6,80,2,4,Quality,Approved,HIGH
TR05999,HR,5,192,2,4,Quality,Approved,HIGH
TR06000,HR,5,157,2,3,Quality,Pending,HIGH
TR06001,SD,3,243,0,1,Development,Approved,MEDIUM
TR06002,HR,5,63,2,0,Development,Rejected,HIGH
TR06003,MM,3,259,0,2,Production,Rejected,MEDIUM
TR06004,HR,1,25,0,1,Production,Approved,LOW
TR06005,MM,1,87,0,2,Production,Rejected,MEDIUM
TR06006,SD,1,230,2,4,Development,Approved,HIGH
TR06007,MM,1,199,0,3,Production,Pending,HIGH
TR06008,HR,2,243,0,3,Production,Approved,HIGH
TR06009,SD,3,263,2,3,Production,Pending,HIGH
TR06010,HR,6,210,0,1,Development,Rejected,MEDIUM
TR06011,FI,3,219,0,2,Development,Pending,HIGH
TR06012,HR,1,92,1,1,Production,Pending,MEDIUM
TR06013,SD,4,218,2,4,Production,Pending,HIGH
TR06014,FI,3,268,0,0,Development,Pending,HIGH
TR06015,SD,6,246,2,0,Quality,Rejected,HIGH
TR06016,SD,2,195,1,4,Development,Approved,HIGH
TR06017,FI,6,38,0,2,Quality,Rejected,LOW
TR06018,FI,5,165,1,1,Quality,Approved,HIGH
TR06019,SD,2,75,0,0,Development,Approved,LOW
TR06020,MM,6,236,1,0,Production,Pending,MEDIUM
TR06021,HR,4,93,0,2,Development,Approved,MEDIUM
TR06022,MM,4,243,2,3,Development,Rejected,HIGH
TR06023,FI,3,202,0,2,Production,Approved,HIGH
TR06024,HR,3,195,2,1,Development,Pending,HIGH
TR06025,MM,5,94,1,2,Production,Approved,MEDIUM
TR06026,HR,1,114,1,3,Production,Approved,HIGH
TR06027,MM,2,42,0,4,Production,Rejected,HIGH
TR06028,SD,1,21,2,1,Production,Pending,HIGH
TR06029,MM,5,157,1,0,Development,Pending,MEDIUM
TR06030,FI,2,192,1,1,Production,Approved,HIGH
TR06031,SD,2,10,0,3,Development,Pending,HIGH
TR06032,SD,6,228,1,1,Quality,Pending,MEDIUM
TR06033,SD,3,112,1,0,Development,Approved,MEDIUM
TR06034,FI,1,212,0,0,Quality,Pending,HIGH
TR06035,MM,6,144,1,3,Quality,Approved,HIGH
TR06036,MM,3,143,1,2,Development,Pending,MEDIUM
TR06037,MM,5,117,1,4,Production,Pending,HIGH
TR06038,SD,1,177,1,1,Development,Rejected,MEDIUM
TR06039,HR,6,28,2,3,Production,Rejected,HIGH
TR06040,SD,2,103,1,3,Development,Approved,HIGH
TR06041,SD,3,91,2,4,Development,Pending,HIGH
TR06042,SD,4,84,1,2,Quality,Approved,MEDIUM
TR06043,HR,5,121,2,1,Production,Approved,HIGH
TR06044,MM,4,80,2,4,Development,Approved,HIGH
TR06045,FI,6,288,0,0,Development,Pending,HIGH
TR06046,MM,4,92,1,1,Production,Approved,MEDIUM
TR06047,SD,4,20,2,1,Production,Approved,HIGH
TR06048,MM,4,168,2,3,Production,Rejected,HIGH
TR06049,MM,5,236,2,2,Quality,Rejected,HIGH
TR06050,FI,5,288,1,0,Production,Pending,HIGH
TR06051,SD,6,126,2,1,Quality,Rejected,HIGH
TR06052,MM,5,69,2,1,Production,Approved,HIGH
TR06053,FI,2,288,2,4,Quality,Approved,HIGH
TR06054,FI,6,226,2,4,Quality,Rejected,HIGH
TR06055,HR,4,144,1,3,Development,Rejected,HIGH
TR06056,SD,3,189,1,0,Quality,Approved,MEDIUM
TR06057,FI,2,202,0,1,Development,Rejected,HIGH
TR06058,FI,3,254,2,2,Production,Approved,HIGH
TR06059,SD,4,136,2,2,Quality,Rejected,HIGH
TR06060,HR,1,249,0,1,Production,Rejected,MEDIUM
TR06061,MM,5,200,2,4,Quality,Pending,HIGH
TR06062,HR,6,32,0,3,Development,Rejected,HIGH
TR06063,SD,5,165,0,4,Development,Rejected,HIGH
TR06064,HR,5,147,0,4,Development,Rejected,HIGH
TR06065,FI,5,53,0,4,Production,Rejected,HIGH
TR06066,FI,1,100,1,1,Quality,Approved,MEDIUM
TR06067,SD,5,278,0,2,Production,Pending,MEDIUM
TR06068,MM,4,295,2,0,Development,Approved,HIGH
TR06069,FI,6,242,1,2,Development,Approved,HIGH
TR06070,SD,6,224,0,3,Production,Rejected,HIGH
TR06071,FI,2,92,1,3,Quality,Approved,HIGH
TR06072,HR,5,259,0,0,Quality,Pending,MEDIUM
TR06073,HR,1,206,2,2,Development,Pending,HIGH
TR06074,MM,4,212,2,3,Development,Pending,HIGH
TR06075,HR,4,15,2,0,Quality,Approved,HIGH
TR06076,SD,6,70,2,3,Quality,Approved,HIGH
TR06077,FI,4,122,2,4,Development,Rejected,HIGH
TR06078,MM,4,222,1,3,Development,Pending,HIGH
TR06079,SD,2,242,0,0,Quality,Pending,MEDIUM
TR06080,HR,5,237,1,0,Development,Rejected,MEDIUM
TR06081,SD,5,184,2,0,Development,Pending,HIGH
TR06082,MM,2,16,1,0,Development,Pending,MEDIUM
TR06083,FI,4,279,2,1,Production,Approved,HIGH
TR06084,SD,5,21,2,4,Production,Pending,HIGH
TR06085,HR,4,68,0,2,Production,Rejected,LOW
TR06086,HR,6,10,1,4,Production,Approved,HIGH
TR06087,FI,6,139,2,0,Development,Pending,HIGH
TR06088,MM,3,175,1,2,Production,Pending,MEDIUM
TR06089,HR,5,12,0,3,Production,Pending,HIGH
TR06090,SD,4,253,1,3,Quality,Rejected,HIGH
TR06091,SD,2,199,2,0,Quality,Approved,HIGH
TR06092,MM,1,212,0,3,Quality,Pending,HIGH
TR06093,SD,2,12,0,3,Development,Pending,HIGH
TR06094,MM,4,50,1,1,Development,Approved,MEDIUM
TR06095,MM,1,16,1,2,Development,Rejected,MEDIUM
TR06096,MM,3,104,2,1,Development,Pending,HIGH
TR06097,SD,1,11,1,1,Production,Rejected,MEDIUM
TR06098,HR,6,80,1,3,Production,Pending,HIGH
TR06099,SD,5,106,2,0,Production,Pending,HIGH
TR06100,SD,1,105,1,1,Quality,Approved,MEDIUM
TR06101,SD,3,34,2,2,Production,Pending,HIGH
TR06102,MM,4,43,2,0,Development,Approved,HIGH
TR06103,SD,4,28,0,2,Quality,Approved,LOW
TR06104,HR,5,195,2,3,Development,Pending,HIGH
TR06105,HR,1,60,1,0,Development,Approved,MEDIUM
TR06106,FI,6,93,1,4,Development,Pending,HIGH
TR06107,FI,2,33,0,0,Quality,Rejected,LOW
TR06108,MM,2,95,1,0,Quality,Pending,MEDIUM
TR06109,FI,2,170,1,0,Quality,Approved,HIGH
TR06110,SD,3,150,1,4,Development,Pending,HIGH
TR06111,HR,5,248,2,0,Development,Pending,HIGH
TR06112,MM,6,184,2,4,Production,Rejected,HIGH
TR06113,SD,6,27,0,0,Development,Approved,LOW
TR06114,MM,6,226,0,3,Development,Pending,HIGH
TR06115,HR,6,152,1,1,Development,Rejected,MEDIUM
TR06116,HR,6,94,1,4,Quality,Rejected,HIGH
TR06117,MM,1,275,2,2,Production,Approved,HIGH
TR06118,FI,3,125,2,1,Production,Approved,HIGH
TR06119,MM,3,61,0,3,Production,Approved,HIGH
TR06120,HR,2,300,2,1,Quality,Approved,HIGH
TR06121,MM,6,222,1,0,Production,Rejected,MEDIUM
TR06122,MM,6,291,2,2,Quality,Rejected,HIGH
TR06123,SD,2,189,0,2,Development,Pending,MEDIUM
TR06124,HR,3,17,1,4,Development,Rejected,HIGH
TR06125,FI,5,177,0,1,Development,Rejected,HIGH
TR06126,FI,6,14,2,1,Development,Approved,HIGH
TR06127,SD,4,283,1,0,Development,Approved,MEDIUM
TR06128,SD,1,176,1,3,Development,Rejected,HIGH
TR06129,FI,5,197,0,3,Development,Approved,HIGH
TR06130,SD,2,242,0,0,Production,Approved,MEDIUM
TR06131,SD,2,68,1,2,Quality,Rejected,MEDIUM
TR06132,FI,5,187,0,2,Development,Approved,HIGH
TR06133,MM,1,50,2,1,Development,Pending,HIGH
TR06134,MM,2,31,2,2,Production,Pending,HIGH
TR06135,MM,5,15,2,3,Production,Rejected,HIGH
TR06136,SD,4,212,0,4,Development,Approved,HIGH
TR06137,SD,4,12,2,4,Development,Rejected,HIGH
TR06138,HR,6,17,0,4,Quality,Rejected,HIGH
TR06139,HR,5,139,0,3,Production,Approved,HIGH
TR06140,HR,1,110,0,0,Quality,Pending,MEDIUM
TR06141,SD,5,241,1,2,Production,Approved,MEDIUM
TR06142,SD,2,212,1,1,Quality,Rejected,MEDIUM
TR06143,FI,5,129,0,2,Production,Approved,HIGH
TR06144,HR,5,173,0,3,Production,Rejected,HIGH
TR06145,FI,4,103,0,2,Development,Rejected,MEDIUM
TR06146,FI,6,121,1,3,Production,Rejected,HIGH
TR06147,FI,2,145,2,4,Quality,Rejected,HIGH
TR06148,SD,4,160,2,2,Quality,Approved,HIGH
TR06149,MM,3,114,2,4,Development,Approved,HIGH
TR06150,HR,4,167,1,2,Development,Approved,MEDIUM
TR06151,SD,1,274,0,3,Quality,Approved,HIGH
TR06152,SD,1,289,1,1,Production,Rejected,MEDIUM
TR06153,HR,4,300,1,1,Production,Approved,MEDIUM
TR06154,SD,5,106,1,4,Quality,Approved,HIGH
TR06155,FI,6,263,0,1,Production,Pending,HIGH
TR06156,MM,1,117,2,1,Quality,Approved,HIGH
TR06157,HR,2,296,2,1,Quality,Rejected,HIGH
TR06158,MM,6,154,0,3,Quality,Approved,HIGH
TR06159,MM,5,279,1,4,Development,Pending,HIGH
TR06160,HR,1,193,1,3,Quality,Rejected,HIGH
TR06161,SD,5,177,2,4,Production,Approved,HIGH
TR06162,HR,2,206,0,1,Quality,Pending,MEDIUM
TR06163,HR,1,59,1,4,Development,Pending,HIGH
TR06164,SD,3,23,1,3,Production,Pending,HIGH
TR06165,SD,1,267,0,4,Production,Pending,HIGH
TR06166,FI,6,51,1,1,Quality,Pending,MEDIUM
TR06167,HR,3,136,0,4,Production,Rejected,HIGH
TR06168,FI,5,102,2,3,Development,Approved,HIGH
TR06169,MM,4,101,0,1,Development,Rejected,MEDIUM
TR06170,MM,5,181,2,2,Production,Rejected,HIGH
TR06171,MM,4,213,0,2,Production,Pending,MEDIUM
TR06172,MM,6,146,2,0,Production,Pending,HIGH
TR06173,SD,5,97,1,0,Quality,Approved,MEDIUM
TR06174,FI,5,145,1,2,Production,Rejected,HIGH
TR06175,HR,3,184,2,4,Quality,Approved,HIGH
TR06176,FI,4,11,0,4,Quality,Pending,HIGH
TR06177,SD,5,98,0,1,Quality,Rejected,MEDIUM
TR06178,MM,6,252,0,1,Development,Rejected,MEDIUM
TR06179,FI,6,14,0,4,Production,Rejected,HIGH
TR06180,MM,4,54,2,4,Production,Pending,HIGH
TR06181,MM,5,164,0,0,Quality,Pending,MEDIUM
TR06182,FI,2,258,0,4,Production,Rejected,HIGH
TR06183,HR,5,106,2,3,Quality,Approved,HIGH
TR06184,FI,5,158,1,1,Quality,Approved,HIGH
TR06185,SD,2,98,0,2,Development,Approved,MEDIUM
TR06186,SD,5,196,0,1,Production,Approved,MEDIUM
TR06187,MM,6,53,1,0,Quality,Pending,MEDIUM
TR06188,HR,5,114,1,2,Quality,Pending,MEDIUM
TR06189,HR,5,125,2,3,Quality,Rejected,HIGH
TR06190,FI,6,260,0,4,Development,Pending,HIGH
TR06191,MM,6,214,1,3,Development,Rejected,HIGH
TR06192,FI,3,60,1,2,Production,Rejected,MEDIUM
TR06193,FI,3,195,2,2,Development,Approved,HIGH
TR06194,FI,6,203,1,0,Development,Rejected,HIGH
TR06195,MM,6,92,1,4,Production,Rejected,HIGH
TR06196,SD,5,73,2,2,Development,Rejected,HIGH
TR06197,FI,2,89,1,2,Quality,Approved,MEDIUM
TR06198,MM,5,187,0,2,Quality,Approved,MEDIUM
TR06199,MM,5,142,0,3,Development,Approved,HIGH
TR06200,HR,3,49,2,1,Production,Rejected,HIGH
TR06201,MM,3,263,0,4,Quality,Pending,HIGH
TR06202,FI,5,241,2,4,Development,Pending,HIGH
TR06203,MM,5,91,2,3,Production,Rejected,HIGH
TR06204,MM,1,72,2,1,Development,Approved,HIGH
TR06205,HR,6,27,2,4,Development,Pending,HIGH
TR06206,FI,4,20,2,3,Production,Rejected,HIGH
TR06207,HR,1,183,1,2,Quality,Rejected,MEDIUM
TR06208,SD,6,291,2,0,Production,Approved,HIGH
TR06209,HR,4,129,0,1,Production,Pending,MEDIUM
TR06210,SD,2,183,1,3,Development,Approved,HIGH
TR06211,MM,2,82,0,0,Development,Approved,MEDIUM
TR06212,SD,5,39,0,3,Production,Approved,HIGH
TR06213,FI,3,58,1,2,Production,Rejected,MEDIUM
TR06214,FI,1,170,2,3,Development,Pending,HIGH
TR06215,HR,5,140,0,3,Production,Pending,HIGH
TR06216,MM,4,15,1,3,Production,Pending,HIGH
TR06217,MM,2,205,0,1,Development,Approved,MEDIUM
TR06218,MM,5,172,2,2,Quality,Pending,HIGH
TR06219,SD,3,13,0,3,Quality,Approved,HIGH
TR06220,FI,5,292,1,2,Quality,Rejected,HIGH
TR06221,HR,5,252,1,2,Quality,Rejected,MEDIUM
TR06222,HR,3,36,2,2,Development,Approved,HIGH
TR06223,SD,6,235,1,3,Production,Approved,HIGH
TR06224,SD,3,174,0,0,Quality,Rejected,MEDIUM
TR06225,SD,2,172,2,4,Development,Rejected,HIGH
TR06226,HR,5,178,0,4,Production,Approved,HIGH
TR06227,HR,6,31,2,0,Development,Rejected,HIGH
TR06228,SD,3,252,2,2,Quality,Approved,HIGH
TR06229,MM,5,62,0,1,Development,Pending,LOW
TR06230,SD,3,258,2,0,Development,Pending,HIGH
TR06231,SD,1,267,1,4,Production,Rejected,HIGH
TR06232,HR,5,159,1,2,Production,Approved,MEDIUM
TR06233,SD,6,172,0,0,Development,Rejected,MEDIUM
TR06234,SD,1,117,2,3,Production,Approved,HIGH
TR06235,SD,4,17,1,4,Production,Pending,HIGH
TR06236,MM,1,186,0,0,Development,Approved,MEDIUM
TR06237,MM,6,294,1,1,Quality,Approved,MEDIUM
TR06238,SD,4,127,0,1,Development,Rejected,MEDIUM
TR06239,MM,1,112,1,3,Quality,Approved,HIGH
TR06240,FI,2,95,0,4,Production,Approved,HIGH
TR06241,SD,4,42,2,3,Development,Pending,HIGH
TR06242,HR,5,237,0,3,Development,Approved,HIGH
TR06243,MM,4,187,1,0,Production,Rejected,MEDIUM
TR06244,MM,3,71,0,0,Production,Rejected,LOW
TR06245,HR,1,177,1,2,Production,Pending,MEDIUM
TR06246,HR,5,220,1,4,Development,Approved,HIGH
TR06247,HR,4,192,1,0,Production,Pending,MEDIUM
TR06248,MM,5,258,2,1,Development,Rejected,HIGH
TR06249,SD,1,96,2,3,Production,Rejected,HIGH
TR06250,HR,3,184,0,1,Quality,Pending,MEDIUM
TR06251,FI,5,136,2,0,Quality,Rejected,HIGH
TR06252,HR,2,216,1,0,Quality,Rejected,MEDIUM
TR06253,MM,3,81,2,4,Production,Pending,HIGH
TR06254,SD,3,148,0,4,Development,Pending,HIGH
TR06255,HR,4,237,0,4,Development,Approved,HIGH
TR06256,FI,1,208,2,3,Production,Pending,HIGH
TR06257,SD,4,183,2,2,Production,Rejected,HIGH
TR06258,FI,6,88,2,4,Development,Pending,HIGH
TR06259,MM,4,85,0,2,Development,Rejected,MEDIUM
TR06260,HR,2,16,1,2,Quality,Approved,MEDIUM
TR06261,FI,3,273,2,1,Production,Approved,HIGH
TR06262,HR,6,107,1,3,Development,Rejected,HIGH
TR06263,HR,4,231,1,1,Development,Pending,MEDIUM
TR06264,MM,3,185,0,4,Quality,Pending,HIGH
TR06265,FI,3,176,1,1,Quality,Rejected,HIGH
TR06266,SD,3,101,1,2,Production,Approved,MEDIUM
TR06267,SD,3,49,2,4,Production,Rejected,HIGH
TR06268,FI,1,39,1,3,Production,Rejected,HIGH
TR06269,SD,4,73,1,2,Production,Approved,MEDIUM
TR06270,FI,6,245,0,2,Production,Pending,HIGH
TR06271,HR,5,127,1,4,Quality,Rejected,HIGH
TR06272,FI,6,52,0,2,Development,Pending,LOW
TR06273,FI,5,258,2,0,Development,Rejected,HIGH
TR06274,MM,1,75,1,3,Quality,Pending,HIGH
TR06275,SD,1,28,1,4,Production,Pending,HIGH
TR06276,HR,5,183,2,3,Development,Pending,HIGH
TR06277,MM,5,255,0,3,Production,Pending,HIGH
TR06278,FI,5,222,0,0,Development,Rejected,HIGH
TR06279,SD,2,79,2,3,Development,Rejected,HIGH
TR06280,SD,4,290,0,0,Quality,Pending,MEDIUM
TR06281,SD,6,142,0,0,Quality,Rejected,MEDIUM
TR06282,HR,2,76,1,4,Production,Pending,HIGH
TR06283,HR,6,279,0,1,Quality,Pending,MEDIUM
TR06284,MM,1,132,1,1,Quality,Pending,MEDIUM
TR06285,FI,5,56,2,3,Development,Rejected,HIGH
TR06286,FI,1,232,0,0,Production,Rejected,HIGH
TR06287,HR,6,83,2,0,Quality,Pending,HIGH
TR06288,FI,5,132,0,3,Development,Pending,HIGH
TR06289,MM,5,257,0,3,Production,Pending,HIGH
TR06290,MM,1,274,0,2,Development,Approved,MEDIUM
TR06291,HR,1,22,0,2,Production,Rejected,LOW
TR06292,SD,2,102,0,4,Development,Rejected,HIGH
TR06293,SD,1,284,2,2,Development,Pending,HIGH
TR06294,SD,2,297,2,4,Development,Rejected,HIGH
TR06295,FI,3,12,2,0,Production,Rejected,HIGH
TR06296,SD,1,74,1,1,Quality,Pending,MEDIUM
TR06297,SD,3,266,2,4,Development,Rejected,HIGH
TR06298,MM,5,260,2,2,Production,Approved,HIGH
TR06299,HR,3,288,1,1,Production,Pending,MEDIUM
TR06300,FI,6,53,2,3,Development,Approved,HIGH
TR06301,HR,4,194,2,0,Development,Pending,HIGH
TR06302,FI,6,169,2,0,Production,Rejected,HIGH
TR06303,MM,1,185,1,3,Quality,Pending,HIGH
TR06304,SD,3,64,0,2,Quality,Pending,LOW
TR06305,HR,3,137,0,3,Quality,Rejected,HIGH
TR06306,FI,5,297,2,4,Development,Pending,HIGH
TR06307,SD,5,293,2,0,Production,Approved,HIGH
TR06308,MM,5,13,2,1,Development,Approved,HIGH
TR06309,HR,1,76,2,0,Quality,Approved,HIGH
TR06310,SD,2,43,0,1,Development,Approved,LOW
TR06311,HR,3,25,0,2,Quality,Pending,LOW
TR06312,SD,4,281,2,1,Quality,Approved,HIGH
TR06313,HR,1,242,0,4,Quality,Approved,HIGH
TR06314,HR,1,109,1,3,Development,Rejected,HIGH
TR06315,SD,3,174,0,2,Development,Pending,MEDIUM
TR06316,FI,1,82,0,1,Production,Approved,MEDIUM
TR06317,MM,1,183,2,1,Quality,Pending,HIGH
TR06318,SD,4,11,0,2,Quality,Approved,LOW
TR06319,FI,6,147,1,1,Production,Rejected,HIGH
TR06320,MM,5,63,0,4,Quality,Rejected,HIGH
TR06321,SD,3,108,0,0,Development,Rejected,MEDIUM
TR06322,HR,3,203,0,4,Development,Pending,HIGH
TR06323,FI,1,254,1,3,Production,Approved,HIGH
TR06324,SD,1,143,2,3,Quality,Rejected,HIGH
TR06325,HR,1,14,0,3,Production,Pending,HIGH
TR06326,HR,3,202,0,4,Development,Rejected,HIGH
TR06327,SD,1,85,0,1,Development,Pending,MEDIUM
TR06328,HR,4,296,2,3,Development,Pending,HIGH
TR06329,FI,5,276,1,1,Quality,Approved,HIGH
TR06330,FI,4,192,0,0,Development,Approved,HIGH
TR06331,MM,2,92,2,0,Production,Pending,HIGH
TR06332,SD,4,109,0,3,Development,Rejected,HIGH
TR06333,FI,6,282,2,4,Quality,Approved,HIGH
TR06334,SD,3,161,1,0,Production,Approved,MEDIUM
TR06335,FI,2,266,0,1,Production,Pending,HIGH
TR06336,FI,5,33,0,0,Development,Approved,LOW
TR06337,FI,4,122,2,3,Quality,Approved,HIGH
TR06338,SD,2,103,1,4,Quality,Rejected,HIGH
TR06339,MM,2,55,0,2,Quality,Rejected,LOW
TR06340,MM,5,271,0,1,Production,Pending,MEDIUM
TR06341,HR,4,45,0,4,Development,Approved,HIGH
TR06342,HR,2,166,0,2,Production,Approved,MEDIUM
TR06343,HR,1,122,2,3,Development,Rejected,HIGH
TR06344,SD,2,292,2,1,Development,Approved,HIGH
TR06345,FI,2,149,2,2,Production,Approved,HIGH
TR06346,SD,2,240,2,4,Quality,Rejected,HIGH
TR06347,MM,3,163,2,2,Production,Rejected,HIGH
TR06348,SD,1,193,0,0,Development,Pending,MEDIUM
TR06349,FI,6,136,0,1,Development,Pending,HIGH
TR06350,FI,5,179,0,2,Production,Pending,HIGH
TR06351,SD,4,48,0,3,Development,Rejected,HIGH
TR06352,SD,4,128,2,0,Quality,Rejected,HIGH
TR06353,MM,4,238,0,0,Development,Approved,MEDIUM
TR06354,FI,1,262,1,1,Development,Approved,HIGH
